scene_id,scene_category,scene_name,lab_environment,camera,lighting,product_hero,product_form_detail,compound_id,compound_name,canonical_url,scene_brief,caption_lock,status,rotation_order,last_used_date
LAB-022,lab_scene,Lab environment 22,bioreactor gallery with cylindrical vessels and control panels,elevated three-quarter wide shot of the whole bay,warm-neutral catalog softboxes with clean speculars,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,V-SEM-001,Semaglutide,https://www.palmbeach-vitality.store/products/semaglutide,"FULL LAB SCENE (wide). Environment: bioreactor gallery with cylindrical vessels and control panels. Camera: elevated three-quarter wide shot of the whole bay. Lighting: warm-neutral catalog softboxes with clean speculars. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Semaglutide (V-SEM-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semaglutide (V-SEM-001) and its catalog listing.,Active,22,
LAB-023,lab_scene,Lab environment 23,clean packaging prep room with acrylic risers and catalog lighting,dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-KLO-001,KPV / BPC-157 / TB-500 / GHK-Cu,https://www.palmbeach-vitality.store/products/klow-pen,"FULL LAB SCENE (wide). Environment: clean packaging prep room with acrylic risers and catalog lighting. Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: KPV / BPC-157 / TB-500 / GHK-Cu (P-KLO-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about KPV / BPC-157 / TB-500 / GHK-Cu (P-KLO-001) and its catalog listing.,Active,23,
LAB-024,lab_scene,Lab environment 24,midnight-shift lab with low ambient light and instrument standby LEDs,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-MOT-001,MOTS-C,https://www.palmbeach-vitality.store/products/mots-c,"FULL LAB SCENE (wide). Environment: midnight-shift lab with low ambient light and instrument standby LEDs. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: MOTS-C (P-MOT-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about MOTS-C (P-MOT-001) and its catalog listing.,Active,24,
LAB-025,lab_scene,Lab environment 25,mezzanine utility corridor above the main synthesis floor,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-NAD-001,NAD+,https://www.palmbeach-vitality.store/products/nad-pen-500mg,"FULL LAB SCENE (wide). Environment: mezzanine utility corridor above the main synthesis floor. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: NAD+ (P-NAD-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about NAD+ (P-NAD-001) and its catalog listing.,Active,25,
LAB-026,lab_scene,Lab environment 26,glassware wash-adjacent prep lab with drying racks in perspective,"wide establishing shot, 24mm equivalent, deep focus",cool cyan-blue biotech rim with soft overhead panels,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-PT1-001,PT-141,https://www.palmbeach-vitality.store/products/pt-141-pen,"FULL LAB SCENE (wide). Environment: glassware wash-adjacent prep lab with drying racks in perspective. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: cool cyan-blue biotech rim with soft overhead panels. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: PT-141 (P-PT1-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about PT-141 (P-PT1-001) and its catalog listing.,Active,26,
LAB-027,lab_scene,Lab environment 27,calibration lab with metrology benches and precision fixtures,elevated three-quarter wide shot of the whole bay,warm-neutral catalog softboxes with clean speculars,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-SMX-001,Semax,https://www.palmbeach-vitality.store/products/semax-pen,"FULL LAB SCENE (wide). Environment: calibration lab with metrology benches and precision fixtures. Camera: elevated three-quarter wide shot of the whole bay. Lighting: warm-neutral catalog softboxes with clean speculars. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Semax (P-SMX-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Semax (P-SMX-001) and its catalog listing.,Active,27,
LAB-028,lab_scene,Lab environment 28,data-center-adjacent lab control room with wall displays (no faces),dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-SEL-001,Selank,https://www.palmbeach-vitality.store/products/selank-pen,"FULL LAB SCENE (wide). Environment: data-center-adjacent lab control room with wall displays (no faces). Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Selank (P-SEL-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Selank (P-SEL-001) and its catalog listing.,Active,28,
LAB-029,lab_scene,Lab environment 29,modular containerized lab pods arranged in a warehouse-scale bay,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-SER-001,Sermorelin,https://www.palmbeach-vitality.store/products/sermorelin-pen,"FULL LAB SCENE (wide). Environment: modular containerized lab pods arranged in a warehouse-scale bay. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Sermorelin (P-SER-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Sermorelin (P-SER-001) and its catalog listing.,Active,29,
LAB-030,lab_scene,Lab environment 30,white high-key research catalog set built as a full laboratory stage,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-TA1-001,Thymosin Alpha-1,https://www.palmbeach-vitality.store/products/ta-2,"FULL LAB SCENE (wide). Environment: white high-key research catalog set built as a full laboratory stage. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Thymosin Alpha-1 (P-TA1-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Thymosin Alpha-1 (P-TA1-001) and its catalog listing.,Active,30,
LAB-031,lab_scene,Lab environment 31,bronze-and-glass premium lab lobby transitioning into research floors,"wide establishing shot, 24mm equivalent, deep focus",cool cyan-blue biotech rim with soft overhead panels,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-TES-001,Tesamorelin,https://www.palmbeach-vitality.store/products/tesamorelin-30mg-pen,"FULL LAB SCENE (wide). Environment: bronze-and-glass premium lab lobby transitioning into research floors. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: cool cyan-blue biotech rim with soft overhead panels. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Tesamorelin (P-TES-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin (P-TES-001) and its catalog listing.,Active,31,
LAB-032,lab_scene,Lab environment 32,underground secure research vault with secure lab doors and airlocks,elevated three-quarter wide shot of the whole bay,warm-neutral catalog softboxes with clean speculars,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-TEI-001,Tesamorelin/Ipamorelin,https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen,"FULL LAB SCENE (wide). Environment: underground secure research vault with secure lab doors and airlocks. Camera: elevated three-quarter wide shot of the whole bay. Lighting: warm-neutral catalog softboxes with clean speculars. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: Tesamorelin/Ipamorelin (P-TEI-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about Tesamorelin/Ipamorelin (P-TEI-001) and its catalog listing.,Active,32,
LAB-033,lab_scene,Lab environment 33,rooftop mechanical penthouse lab with HVAC and exhaust stacks visible,dolly-style wide hallway perspective into the lab,"high-key sterile white lighting, minimal shadows",no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-BPC-001,BPC-157,https://www.palmbeach-vitality.store/products/bpc-157-pen,"FULL LAB SCENE (wide). Environment: rooftop mechanical penthouse lab with HVAC and exhaust stacks visible. Camera: dolly-style wide hallway perspective into the lab. Lighting: high-key sterile white lighting, minimal shadows. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: BPC-157 (P-BPC-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 (P-BPC-001) and its catalog listing.,Active,33,
LAB-034,lab_scene,Lab environment 34,coastal American research campus lab with daylight through clerestory windows,architectural wide shot showing ceiling utilities and floor plane,low-key dramatic instrument LEDs with controlled haze,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-WOL-001,BPC-157 / TB-500,https://www.palmbeach-vitality.store/products/wolverine-pen,"FULL LAB SCENE (wide). Environment: coastal American research campus lab with daylight through clerestory windows. Camera: architectural wide shot showing ceiling utilities and floor plane. Lighting: low-key dramatic instrument LEDs with controlled haze. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: BPC-157 / TB-500 (P-WOL-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about BPC-157 / TB-500 (P-WOL-001) and its catalog listing.,Active,34,
LAB-035,lab_scene,Lab environment 35,blackout photography lab stage dressed as a complete peptide research floor,medium-wide environmental shot with product as a small mid-ground element,daylight through clerestory windows plus fill cards,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-CII-001,CJC (no DAC)/Ipamorelin,https://www.palmbeach-vitality.store/products/cjc-ipamorelin-1,"FULL LAB SCENE (wide). Environment: blackout photography lab stage dressed as a complete peptide research floor. Camera: medium-wide environmental shot with product as a small mid-ground element. Lighting: daylight through clerestory windows plus fill cards. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: CJC (no DAC)/Ipamorelin (P-CII-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about CJC (no DAC)/Ipamorelin (P-CII-001) and its catalog listing.,Active,35,
LAB-036,lab_scene,Lab environment 36,hex-grid raised floor tech lab with cable management under glass tiles,"wide establishing shot, 24mm equivalent, deep focus",cool cyan-blue biotech rim with soft overhead panels,no product close-up; full laboratory environment; compound identity via on-image typography and optional distant labeled research material on a bench,,P-DSI-001,DSIP,https://www.palmbeach-vitality.store/products/dsip-pen,"FULL LAB SCENE (wide). Environment: hex-grid raised floor tech lab with cable management under glass tiles. Camera: wide establishing shot, 24mm equivalent, deep focus. Lighting: cool cyan-blue biotech rim with soft overhead panels. Do not crop to a single object. Show the entire research space. Product lock for captions/typography only: DSIP (P-DSI-001). Optional: one distant labeled research unit on a bench — never a macro close-up. SIGNAGE RULE: premium clean research lab only. No safety placards, no industrial alert graphics, no trefoil icons, no striped floor tape, no danger banners. Do not print alert words on walls, floors, labels, or posters. Only neutral room names and product typography.",Captions MUST be only about DSIP (P-DSI-001) and its catalog listing.,Active,36,
