"scene_id","scene_category","scene_name","lab_environment","camera","lighting","product_hero","product_form_detail","compound_id","compound_name","canonical_url","scene_brief","caption_lock","status","rotation_order","last_used_date"
"LAB-117","vial_10ml_scene","Pharma lab + 10mL vial 117","Grade B gowning airlock into Grade A/B processing with interlocking doors — bay 2","wide shot through airlock into processing suite","high-key sterile cleanroom lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-TA1-001","Thymosin Alpha-1","https://www.palmbeach-vitality.store/products/ta-1","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: Grade B gowning airlock into Grade A/B processing with interlocking doors — bay 2. Camera: wide shot through airlock into processing suite. Lighting: high-key sterile cleanroom lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Thymosin Alpha-1 (V-TA1-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Thymosin Alpha-1 (V-TA1-001) and its catalog listing.","Active","11",""
"LAB-217","pen_3ml_scene","Pharma lab + 3mL pen 217","ISO 7 aseptic fill-finish suite with RABS isolator line and grade A filling zone — bay 17","elevated wide of the fill line and cleanroom envelope","cool sterile pharmaceutical white with soft HEPA wash","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-GLO-001","BPC-157 / TB-500 / GHK-Cu","https://www.palmbeach-vitality.store/products/glow-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: ISO 7 aseptic fill-finish suite with RABS isolator line and grade A filling zone — bay 17. Camera: elevated wide of the fill line and cleanroom envelope. Lighting: cool sterile pharmaceutical white with soft HEPA wash. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'BPC-157 / TB-500 / GHK-Cu' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: BPC-157 / TB-500 / GHK-Cu (P-GLO-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about BPC-157 / TB-500 / GHK-Cu (P-GLO-001) and its catalog listing.","Active","12",""
"LAB-027","lab_scene","Pharma cleanroom 027","clean compressor / clean utility plant room feeding sterile suites — bay 6","wide utility plant room","cool industrial-pharma lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-CII-001","CJC (no DAC)/Ipamorelin","https://www.palmbeach-vitality.store/products/cjc-ipamorelin","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: clean compressor / clean utility plant room feeding sterile suites — bay 6. Camera: wide utility plant room. Lighting: cool industrial-pharma lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: CJC (no DAC)/Ipamorelin (V-CII-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about CJC (no DAC)/Ipamorelin (V-CII-001) and its catalog listing.","Active","13",""
"LAB-115","vial_10ml_scene","Pharma lab + 10mL vial 115","sterile gowning cubicle bank with HEPA cascade — bay 13","wide cubicle bank","high-key cascade cleanroom light","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-GHK-001","GHK-Cu","https://www.palmbeach-vitality.store/products/ghk-cu","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: sterile gowning cubicle bank with HEPA cascade — bay 13. Camera: wide cubicle bank. Lighting: high-key cascade cleanroom light. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: GHK-Cu (V-GHK-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about GHK-Cu (V-GHK-001) and its catalog listing.","Active","14",""
"LAB-220","pen_3ml_scene","Pharma lab + 3mL pen 220","cold-chain pharmaceutical warehouse anteroom with validated cold rooms — bay 9","wide anteroom and cold-room doors","cool blue cold-chain GMP lighting","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, cobalt blue ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright cobalt blue accent ring mid-barrel; white wrap-around label with blue stylized DNA double-helix graphic on the left of the label; compound name in large blue sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright cobalt blue textured/ribbed dial on the right end. Color family: GLP family (Semaglutide / Tirzepatide / Retatrutide) — BLUE accents. Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-SEM-001","Semaglutide","https://www.palmbeach-vitality.store/products/semaglutide-1-5mg-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: cold-chain pharmaceutical warehouse anteroom with validated cold rooms — bay 9. Camera: wide anteroom and cold-room doors. Lighting: cool blue cold-chain GMP lighting. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright cobalt blue mid accent ring; white wrap label with blue DNA helix graphic; label text 'Semaglutide' in large blue type plus a smaller '3ml pen' secondary line; bright cobalt blue ribbed dial on right. ACCENT COLOR LOCK: BLUE (Semaglutide / Tirzepatide / Retatrutide only). Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Semaglutide (P-SEM-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Semaglutide (P-SEM-001) and its catalog listing.","Active","15",""
"LAB-034","lab_scene","Pharma cleanroom 034","QC microbiology clean suite with laminar hoods and incubation banks — bay 10","wide QC micro suite","soft daylight-balanced sterile panels","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-TIR-001","Tirzepatide","https://www.palmbeach-vitality.store/products/tirzepatide","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: QC microbiology clean suite with laminar hoods and incubation banks — bay 10. Camera: wide QC micro suite. Lighting: soft daylight-balanced sterile panels. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Tirzepatide (V-TIR-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tirzepatide (V-TIR-001) and its catalog listing.","Active","16",""
"LAB-120","vial_10ml_scene","Pharma lab + 10mL vial 120","lyophilized-vial inspection booth row with black/white contrast stations — bay 5","wide inspection bay establishing shot","controlled high-contrast pharma inspection lighting","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-RET-001","Retatrutide","https://www.palmbeach-vitality.store/products/retatrutide","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: lyophilized-vial inspection booth row with black/white contrast stations — bay 5. Camera: wide inspection bay establishing shot. Lighting: controlled high-contrast pharma inspection lighting. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: Retatrutide (V-RET-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Retatrutide (V-RET-001) and its catalog listing.","Active","17",""
"LAB-025","lab_scene","Pharma cleanroom 025","injectable solution hold-tank suite with sanitary vessels and agitators — bay 17","elevated wide of hold-tank suite","clean stainless specular lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-CAG-001","Cagrilinitide","https://www.palmbeach-vitality.store/products/cargrilinitide","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: injectable solution hold-tank suite with sanitary vessels and agitators — bay 17. Camera: elevated wide of hold-tank suite. Lighting: clean stainless specular lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Cagrilinitide (V-CAG-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Cagrilinitide (V-CAG-001) and its catalog listing.","Active","18",""
"LAB-040","lab_scene","Pharma cleanroom 040","aseptic connection / sterile tubing weld bay — bay 11","wide bay establishing shot","cool cleanroom rim with soft fill","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-SMX-001","Semax","https://www.palmbeach-vitality.store/products/semax-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: aseptic connection / sterile tubing weld bay — bay 11. Camera: wide bay establishing shot. Lighting: cool cleanroom rim with soft fill. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: Semax (P-SMX-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Semax (P-SMX-001) and its catalog listing.","Active","19",""
"LAB-108","vial_10ml_scene","Pharma lab + 10mL vial 108","pass-through hatch corridor between Grade C and Grade B zones — bay 3","wide hatch corridor","sterile cyan-white cleanroom wash","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-TB5-001","TB-500","https://www.palmbeach-vitality.store/products/tb-500","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: pass-through hatch corridor between Grade C and Grade B zones — bay 3. Camera: wide hatch corridor. Lighting: sterile cyan-white cleanroom wash. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: TB-500 (V-TB5-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about TB-500 (V-TB5-001) and its catalog listing.","Active","20",""
"LAB-210","pen_3ml_scene","Pharma lab + 3mL pen 210","pharmaceutical batch-record kiosk corridor overlooking manufacturing suites — bay 13","wide corridor overlook into suites","warm-neutral softboxes, clean speculars","LOCKED PBV slightly elongated 3mL research pen (gray body, clear left cap, crimson red ring + ribbed dial, white DNA-helix label) mid-ground in pharmaceutical cleanroom; not extreme macro; not spa/lifestyle backdrop","LOCKED PBV research pen hardware (exact every time; slightly elongated longer 3mL barrel): light gray/off-white matte elongated barrel; clear transparent plastic tip-cap on left; bright crimson red accent ring mid-barrel; white wrap-around label with red stylized DNA double-helix graphic on the left of the label; compound name in large red sans-serif on the label with smaller secondary line like '8mg 3ml pen' or '3ml pen'; bright crimson red textured/ribbed dial on the right end. Color family: standard peptide — RED accents (not GLP blue). Same longer silhouette/proportions as Palm Beach Vitality research pen template — ONLY the label text changes per compound. Never invent a different pen shape, dial, or wrong accent color.","P-TEI-001","Tesamorelin/Ipamorelin","https://www.palmbeach-vitality.store/products/tesamorelin-ipamorelin-pen","FULL PHARMA LAB + LOCKED PBV 3mL RESEARCH PEN SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab, NOT a spa/bathroom/lifestyle marble set. Environment: pharmaceutical batch-record kiosk corridor overlooking manufacturing suites — bay 13. Camera: wide corridor overlook into suites. Lighting: warm-neutral softboxes, clean speculars. Show the full pharmaceutical cleanroom; place ONE locked PBV research pen mid-ground on a clean bench. Not a close-up. PEN HARDWARE LOCK (must match exactly): slightly elongated longer light gray/off-white matte 3mL barrel; clear transparent left tip-cap; bright crimson red mid accent ring; white wrap label with red DNA helix graphic; label text 'Tesamorelin/Ipamorelin' in large red type plus a smaller '3ml pen' secondary line; bright crimson red ribbed dial on right. ACCENT COLOR LOCK: RED for this peptide (NOT blue). Blue is reserved for Semaglutide, Tirzepatide, and Retatrutide only. Same longer hardware as Palm Beach Vitality research pen template — only label name changes. Product lock: Tesamorelin/Ipamorelin (P-TEI-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about Tesamorelin/Ipamorelin (P-TEI-001) and its catalog listing.","Active","21",""
"LAB-051","lab_scene","Pharma cleanroom 051","HPLC / UPLC analytical QC lab for release testing of injectables — bay 10","wide instrument alley establishing shot","cool instrument-panel glow with soft overhead","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-5AM-001","5-Amino-1MQ","https://www.palmbeach-vitality.store/products/5-amino-mq-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: HPLC / UPLC analytical QC lab for release testing of injectables — bay 10. Camera: wide instrument alley establishing shot. Lighting: cool instrument-panel glow with soft overhead. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: 5-Amino-1MQ (P-5AM-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about 5-Amino-1MQ (P-5AM-001) and its catalog listing.","Active","22",""
"LAB-118","vial_10ml_scene","Pharma lab + 10mL vial 118","sanitary cleanroom return corridor with flush doors and vision panels — bay 16","wide return corridor","cool even sterile wash","10mL sterile crimp-seal injectable vial mid-ground in pharmaceutical cleanroom; never twist/screw cap; not extreme macro","10mL sterile injectable-style glass vial with rubber stopper and aluminum crimp seal (NOT screw-cap, NOT black twist cap)","V-AOD-001","AOD-9604","https://www.palmbeach-vitality.store/products/aod-9604","FULL PHARMA LAB + 10mL STERILE VIAL SCENE. Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: sanitary cleanroom return corridor with flush doors and vision panels — bay 16. Camera: wide return corridor. Lighting: cool even sterile wash. Show the full pharmaceutical cleanroom; place one 10mL sterile injectable-style glass vial (rubber stopper + aluminum crimp seal only; NEVER black twist/screw cap) mid-ground on a clean bench. Not a close-up. Product lock: AOD-9604 (V-AOD-001). SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about AOD-9604 (V-AOD-001) and its catalog listing.","Active","23",""
"LAB-026","lab_scene","Pharma cleanroom 026","release-testing sample pass room between manufacturing and QC — bay 3","wide pass room","neutral clinical lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","V-CJC-001","CJC (no DAC)","https://www.palmbeach-vitality.store/products/cjc","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: release-testing sample pass room between manufacturing and QC — bay 3. Camera: wide pass room. Lighting: neutral clinical lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: CJC (no DAC) (V-CJC-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about CJC (no DAC) (V-CJC-001) and its catalog listing.","Active","24",""
"LAB-049","lab_scene","Pharma cleanroom 049","lyophilized-vial inspection booth row with black/white contrast stations — bay 4","wide inspection bay establishing shot","controlled high-contrast pharma inspection lighting","no product close-up; full pharmaceutical cleanroom; compound via typography / optional distant labeled sterile vial","","P-DSI-001","DSIP","https://www.palmbeach-vitality.store/products/dsip-pen","FULL PHARMA LAB SCENE (wide). Photoreal PHARMACEUTICAL MANUFACTURING cleanroom (GMP / sterile injectables aesthetic). Looks like a real pharma fill-finish or sterile manufacturing suite — stainless, HEPA, classified grades, sanitary finishes — not a generic sci-fi biotech set, not a university teaching lab. Environment: lyophilized-vial inspection booth row with black/white contrast stations — bay 4. Camera: wide inspection bay establishing shot. Lighting: controlled high-contrast pharma inspection lighting. Do not crop to a single object. Show the entire pharmaceutical cleanroom. Product lock for captions/typography only: DSIP (P-DSI-001). Optional: one distant labeled 10mL sterile crimp-seal vial on a clean bench — never a macro close-up. SIGNAGE RULE: premium pharmaceutical cleanroom only. No cartoon hazard graphics, no biohazard trefoils, no striped danger tape as decor, no alert-word posters. Neutral room IDs and GMP status panels only.","Captions MUST be only about DSIP (P-DSI-001) and its catalog listing.","Active","25",""
